Título,Autor,Portada,Páginas,Fecha de publicación,Sinopsis,URL,Colección
La tierra baldía,T. S. Eliot,https://www.catedra.com/imagenes/libros/grande/9788437644981-la-tierra-baldia.jpg,416,27/10/2022,"Pocos discutirán que Thomas Stearns Eliot (1888-1965) se cuenta entre los escritores más influyentes del pasado siglo. Su poesía, que conjugó propuestas radicalmente innovadoras con un riguroso cuidado formal, abrió numerosas puertas a la exploración creativa y causó un hondo impacto entre los escritores de su tiempo. Figura mayor, junto con Ezra Pound, del modernismo angloamericano, entre sus obras poéticas destacan, además de ""La tierra baldía"" (1922), ""Miércoles de ceniza"" (1930) y ""Cuatro cuartetos"" (1943). La publicación de ""La tierra baldía"" (1922), de la que se cumple ahora un siglo, supuso un verdadero hito para el experimentalismo en poesía. Cruce de géneros y estilos, fragmentario, deliberadamente extraño, enigmático y plurilingüe, el poema simboliza el viaje del alma hacia la trascendencia a través del desierto de la ignorancia, del sufrimiento y de las aspiraciones terrenales. Esta edición presenta una nueva traducción, que se acompaña de un extenso aparato crítico actualizado y de un Apéndice con una selección de los textos a los que Eliot hace referencia en el poema.",https://www.catedra.com/libro/letras-universales/la-tierra-baldia-t-s-eliot-9788437644981/,Letras Universales
"""In memoriam"" y otros poemas",Alfred Lord Tennyson,https://www.catedra.com/imagenes/libros/grande/9788437644691-in-memoriam-y-otros-poemas.jpg,472,15/09/2022,"Alfred Tennyson (1809-1892) fue el poeta inglés más popular de su tiempo. Nombrado poeta laureado por la reina Victoria en 1850, cantó la naturaleza y ensalzó los ritmos vitales y creadores de los ciclos naturales, siempre con un estilo depurado y hondamente musical. Esta antología recoge algunos de los mejores poemas nacidos de la pluma de Tennyson, incluyendo el monumental ""In memoriam"", la gran elegía dedicada a su amigo Arthur Henry Hallam que le valió el reconocimiento general como poeta mayor, y que presentamos traducida al castellano íntegramente por primera vez.",https://www.catedra.com/libro/letras-universales/in-memoriam-y-otros-poemas-alfred-lord-tennyson-9788437644691/,Letras Universales
Dublineses,James Joyce,https://www.catedra.com/imagenes/libros/grande/9788437644806-dublineses.jpg,352,08/09/2022,"El proyecto literario de James Joyce (1882-1941) se cuenta entre los más complejos y arriesgados del pasado siglo. Partiendo de un acuciado interés por la sociedad humana, renovó el lenguaje narrativo en busca de las herramientas que le permitiesen retratar la vasta red de relaciones materiales y simbólicas que la constituyen, y en la que el individuo anónimo debe desenvolverse en busca de su propia identidad. En su primera obra, ""Dublineses"", Joyce despliega ya un mapa de su pensamiento literario. A lo largo de sus quince relatos, se nos presenta la Dublín de principios del siglo XX a partir de algunos de sus ciudadanos de a pie, a los que se confiere, en su ajetreo diario, una significación heroica. Así, y con un afán tan localista como totalizador, el autor plasma en detalle la imagen de su ciudad natal, que se ve convertida, metonímicamente, en una representación del mundo urbano de su tiempo.",https://www.catedra.com/libro/letras-universales/dublineses-james-joyce-9788437644806/,Letras Universales
El monasterio de Sendomir; El pobre músico; Escritos sobre Beethoven,Franz Grillparzer,https://www.catedra.com/imagenes/libros/grande/9788437644738-el-monasterio-de-sendomir-el-pobre-musico-escritos-sobre-beethoven.jpg,200,08/09/2022,"El autor austríaco por antonomasia, creador del mito habsbúrguico y el escritor más español de la historia de la literatura en lengua alemana, Franz Grillparzer (1791-1872), sufrió el infortunio de vivir en una época marcada por la represión del sistema Metternich. 
La férrea censura lo desmoralizó, impulsándolo a retirarse al ámbito privado en su mejor momento artístico. Aunque nunca dejara de escribir, su existencia como artista no volvería a ser la misma, y la mayor parte de sus obras posteriores no vería la luz hasta después de su muerte, por lo que los honores tardíos y su transformación en héroe de las letras austríacas nunca perdieron 
para él un profundo sabor amargo. Esta colección reúne sus dos únicos textos narrativos de ficción, ""El monasterio de Sendomir"" y ""El pobre músico"", en los que demuestra una gran maestría en el género de la novela corta. Se completa el volumen con tres breves escritos sobre Beethoven, para quien escribió un libreto de ópera y al que dedicó dos discursos con ocasión de la muerte del célebre compositor.",https://www.catedra.com/libro/letras-universales/el-monasterio-de-sendomir-el-pobre-musico-escritos-sobre-beethoven-franz-grillparzer-9788437644738/,Letras Universales
Historia Augusta,Anónimo,https://www.catedra.com/imagenes/libros/grande/9788437644479-historia-augusta.jpg,568,19/05/2022,"La ""Historia Augusta"" es quizá la obra más desconcertante de toda la literatura clásica. No sabemos quién la escribió. Ni cuándo. Ni con qué fin. Nos confunde su vaivén constante entre el rigor histórico y la más descarada fabulación. Pese a todo, este conjunto de biografías imperiales constituye una fuente de información fundamental para reconstruir la historia del imperio romano en los siglos II y III. Esta edición identifica los innumerables personajes auténticos o de ficción, ciudades o monumentos que se mencionan en la obra, informa sobre los acontecimientos históricos a los que se hace alusión.",https://www.catedra.com/libro/letras-universales/historia-augusta-anonimo-9788437644479/,Letras Universales
París,Hope Mirrlees,https://www.catedra.com/imagenes/libros/grande/9788437644264-paris.jpg,152,28/04/2022,"""París. Un poema"" representa un importante hito en la vanguardia en lengua inglesa. Publicado en 1920 en Hogarth Press, la mítica editorial fundada y dirigida por Leonard y Virginia Woolf, condensó muchos de los postulados del modernismo (el gusto por lo ""oculto"", la fragmentación, el carácter o el ""método mítico"", las alusiones literarias, históricas y políticas o la libertad formal) y antecedió en casi tres años a ""La tierra baldía"", de T. S. Eliot. Una auténtica ""joya perdida"" de la cual ofrecemos la primera traducción al castellano.",https://www.catedra.com/libro/letras-universales/paris-hope-mirrlees-9788437644264/,Letras Universales
Memorias de mi vida,Edward Gibbon,https://www.catedra.com/imagenes/libros/grande/9788437644066-memorias-de-mi-vida.jpg,448,24/03/2022,"Edward Gibbon (1737-1794) revolucionó la historiografía de su tiempo con su célebre ""Historia de la decadencia y caída del Imperio romano"". Tanto su obra, de estilo impecable y sólida metodología, como sus decisiones vitales despertaron importantes polémicas entre sus contemporáneos, a pesar de lo cual hoy se lo reconoce como una figura capital entre los historiadores y los literatos de la lengua inglesa Editadas y traducidas íntegramente ahora al castellano por primera vez, estas ""Memorias"" constituyen un documento de primer orden para situar al autor en su tiempo y determinar su importancia en la historia del pensamiento anglosajón.",https://www.catedra.com/libro/letras-universales/memorias-de-mi-vida-edward-gibbon-9788437644066/,Letras Universales
Doña Preocupación,Hermann Sudermann,https://www.catedra.com/imagenes/libros/grande/9788437643762-dona-preocupacion.jpg,328,17/02/2022,"Con la presente edición de ""Doña Preocupación"", primera novela de Suddermann, recuperamos uno de los autores más injustamente olvidados de la literatura alemana. La obra, basada en parte en sus propias experiencias de infancia y juventud, refleja temas y motivos fundamentales de su época, como el determinismo, plasmado en su (anti)héroe, Paul, el papel de la Iglesia, el especulacionismo y el capitalismo, los conflictos familiares, la posición social de la mujer o los conceptos del deber y de la honra, que quedan entretejidos a lo largo de una trama que el autor conduce hacia un desenlace esperanzador.",https://www.catedra.com/libro/letras-universales/dona-preocupacion-hermann-sudermann-9788437643762/,Letras Universales
Retrato del joven artista,James Joyce,https://www.catedra.com/imagenes/libros/grande/9788437643748-retrato-del-joven-artista.jpg,400,03/02/2022,"El ""Retrato del joven artista"" es la primera novela de Joyce. Publicada por primera vez en Estados Unidos en 1916, su aparición supuso una clara ruptura con los modelos dominantes en la narrativa de su tiempo, así como un anuncio contundente del ambicioso proyecto literario que su autor había iniciado dos años antes con los relatos de ""Dublineses"" y que culminaría con el ""Ulises"" en 1922. La novela nos presenta el trayecto vital de Stephen Dedalus, artista en formación y trasunto de Joyce, por una Irlanda retratada viva y crudamente a modo de reflejo poliédrico y contradictorio de la modernidad.",https://www.catedra.com/libro/letras-universales/retrato-del-joven-artista-james-joyce-9788437643748/,Letras Universales
Juliette,Marqués de Sade,https://www.catedra.com/imagenes/libros/grande/9788437643632-juliette.jpg,1112,27/01/2022,"Ninguna otra figura de la historia de la literatura occidental, tanto por la naturaleza de su obra como por su irreductible actitud ante el poder, encarna como D. A. F. de Sade la fuerza subversiva de la creación literaria. ""Juliette o Las prosperidades del vicio"" nos cuenta la historia de Juliette, una joven que, al quedar desamparada tras la muerte de sus padres, decide entregarse a una vida de placeres y egoísmo. Recompensada una y otra vez por esta decisión, la joven ascenderá hasta las más altas esferas de una sociedad cruel, repleta de violencia y perversiones, ejemplificando a la perfección la inversión moral de un universo sadiano en el que sistemáticamente se premian los vicios y castiga la virtud.",https://www.catedra.com/libro/letras-universales/juliette-marques-de-sade-9788437643632/,Letras Universales
Ulises,James Joyce,https://www.catedra.com/imagenes/libros/grande/9788437643946-ulises.jpg,1104,20/01/2022,"Traducción de María Luisa Venegas Lagüéns y Francisco García Tortosa.
La fama de ""Ulises"" la debe, en gran parte, a razones que a veces poco tienen que ver con la novela, emparentadas con nuestro tiempo y nuestra cultura. Indescifrable, insulto al lector medio, soez, escabrosa, vulgar, para unos, penetrante, innovadora, la mayor creatividad verbal después de Shakespeare, descubridora del hombre moderno, para otros. Críticos favorables como Valéry Larbaud, Ezra Pound, T. S. Eliot, y menos favorables como Bernard Shaw, Gertrude Stein o Virginia Woolf, contribuyeron a que una novela enrevesada alcanzara la popularidad a pesar de que era, y probablemente siga siendo, lectura que muchos no se atreven a completar. Esta edición ofrece una nueva traducción al castellano, que fija el texto en nuestra lengua teniendo a la vista un mínimo de cinco ediciones diferentes.",https://www.catedra.com/libro/letras-universales/ulises-james-joyce-9788437643946/,Letras Universales
Michael Kohlhaas; Sobre el teatro  de marionetas,Heinrich Von Kleist,https://www.catedra.com/imagenes/libros/grande/9788437643267-michael-kohlhaas-sobre-el-teatro-de-marionetas.jpg,200,18/11/2021,"Heinrich von Kleist representa quizás el valor más asentado del romanticismo alemán. El patetismo desmesurado del que hizo gala en su vida y en su escritura lo situó siempre al margen de la sociedad establecida, que hizo de él un ""outsider"", un descartado en la misma medida en que ""post mortem"" le honró y le honra como un clásico indiscutible de la literatura alemana.
""Michael Kohlhaas"" supone la máxima expresión literaria del ""outsider"" romántico que lo es a su pesar. La fábula narra las peripecias de un individuo que se toma la justicia por su mano, cometiendo con ello mayores tropelías que las que intentaba sancionar. ""Sobre el teatro de marionetas"" es uno de los escritos alemanes de teoría del arte que consagra la naturalidad como principio de actuación estética y rechaza el amaneramiento y la excesiva afectación.",https://www.catedra.com/libro/letras-universales/michael-kohlhaas-sobre-el-teatro-de-marionetas-heinrich-von-kleist-9788437643267/,Letras Universales
